Sentence #,Word,Tag
,any,
,peace,
,deal,
,.,
Sentence: 490,The,
,10-month-old,
,peace,
,talks,
,have,
,achieved,
,some,
,progress,
,",",
,including,
,a,
,ceasefire,
,that,
,the,
,sides,
,extended,
,in,
,April,B-tim
,.,
Sentence: 491,A,
,group,
,linked,
,to,
,al-Qaida,B-rg
,in,
,Iraq,B-ge
,is,
,denying,
,Iraqi,B-gpe
,government,
,reports,
,that,
,its,
,leader,
,was,
,recently,
,arrested,
,.,
Sentence: 492,The,
,Islamic,B-gpe
,State,I-gpe
,of,I-gpe
,Iraq,B-ge
,says,
,the,
,man,
,it,
,claims,
,is,
,its,
,leader,
,",",
,Abu,B-per
,Omar,I-per
,al-Baghdadi,I-per
,",",
,is,
,fine,
,.,
Sentence: 493,The,
,group,
,says,
,on,
,an,
,Islamist,
,Web,
,site,
,it,
,does,
,not,
,know,
,the,
,person,
,who,
,Iraqi,B-gpe
,authorities,
,arrested,
,last,
,month,
,and,
,presented,
,as,
,al-Baghdadi,B-per
,.,
Sentence: 494,The,
,Iraqi,B-gpe
,army,
,said,
,it,
,captured,
,the,
,Sunni,B-rg
,insurgent,
,leader,
,in,
,the,
,Iraqi,B-gpe
,capital,
,",",
,Baghdad,B-ge
,.,
Sentence: 495,The,
,United,B-gpe
,States,I-gpe
,did,
,not,
,confirm,
,the,
,report,
,.,
Sentence: 496,Iraqi,B-gpe
,authorities,
,in,
,the,
,past,
,have,
,announced,
,the,
,arrest,
,or,
,killing,
,of,
,major,
,insurgent,
,leaders,
,",",
,to,
,only,
,later,
,say,
,the,
,reports,
,were,
,FALSE,
,.,
Sentence: 497,In,
,addition,
,",",
,U.S.,B-gpe
,military,
,commander,
,General,B-per
,Kevin,I-per
,Bergner,I-per
,previously,
,had,
,said,
,al-Baghdadi,B-per
,may,
,not,
,be,
,a,
,real,
,person,
,",",
,but,
,rather,
,a,
,fictional,
,character,
,created,
,to,
,put,
,an,
,Iraqi,B-gpe
,face,
,on,
,the,
,otherwise,
,foreign,
,leadership,
,of,
,al-Qaida,B-rg
,in,
,Iraq,B-ge
,.,
Sentence: 498,U.S.,B-gpe
,military,
,officials,
,have,
,announced,
,changes,
,to,
,military,
,trials,
,of,
,terrorism,
,suspects,
,being,
,held,
,at,
,the,
,U.S.,B-gpe
,naval,
,base,
,in,
,Guantanamo,B-ge
,Bay,I-ge
,",",
,Cuba,B-ge
,.,
Sentence: 499,Air,B-rg
,Force,I-rg
,Brigadier,B-per
,General,I-per
,Thomas,I-per
,Hemingway,I-per
,said,
,Wednesday,B-tim
,the,
,so-called,
,"""",
,improvements,
,"""",
,will,
,bring,
,the,
,process,
,closer,
,to,
,the,
,American,B-gpe
,judge-and-jury,
,system,
,.,
Sentence: 500,He,
,said,
,the,
,presiding,
,officer,
,at,
,the,
,trial,
,will,
,function,
,more,
,like,
,a,
,judge,
,than,
,under,
,the,
,previous,
,system,
,",",
,and,
,other,
,officers,
,will,
,act,
,like,
,a,
,jury,
,.,
Sentence: 501,Some,
,human,
,rights,
,groups,
,rejected,
,the,
,changes,
,for,
,not,
,going,
,far,
,enough,
,",",
,noting,
,there,
,is,
,still,
,no,
,option,
,for,
,appeal,
,to,
,an,
,independent,
,court,
,.,
Sentence: 502,U.S.,B-gpe
,military,
,officials,
,have,
,filed,
,charges,
,against,
,four,
,detainees,
,at,
,Guantanamo,B-ge
,",",
,where,
,more,
,than,
,500,
,terror,
,suspects,
,are,
,being,
,held,
,.,
Sentence: 503,Meantime,
,Center,B-rg
,for,I-rg
,Constitutional,I-rg
,Rights,I-rg
,said,
,some,
,prisoners,
,have,
,launched,
,a,
,hunger,
,strike,
,to,
,protest,
,their,
,conditions,
,.,
Sentence: 504,A,
,landmine,
,blast,
,in,
,southern,
,Afghanistan,B-ge
,has,
,killed,
,nine,
,Afghan,B-gpe
,soldiers,
,.,
Sentence: 505,The,
,Taleban,B-rg
,later,
,claimed,
,responsibility,
,for,
,the,
,blast,
,in,
,Kandahar,B-ge
,province,
,.,
Sentence: 506,An,
,Afghan,B-gpe
,Army,B-rg
,spokesman,
,said,
,the,
,troops,
,were,
,traveling,
,towards,
,the,
,nearby,
,Pakistani,B-gpe
,border,
,when,
,their,
,vehicle,
,hit,
,the,
,mine,
,.,
Sentence: 507,U.S.-led,
,forces,
,are,
,hunting,
,down,
,remnants,
,of,
,Afghanistan,B-ge
,'s,
,ousted,
,Taleban,B-rg
,regime,
,who,
,frequently,
,carry,
,out,
,hit,
,and,
,run,
,attacks,
,on,
,coalition,
,and,
,Afghan,B-gpe
,government,
,forces,
,",",
,mainly,
,in,
,the,
,country,
,'s,
,eastern,
,and,
,southern,
,regions,
,.,
Sentence: 508,Four,
,key,
,Palestinian,B-gpe
,militant,
,groups,
,say,
,they,
,are,
,ending,
,a,
,truce,
,aimed,
,at,
,easing,
,attacks,
,on,
,Israel,B-ge
,.,
Sentence: 509,In,
,separate,
,statements,
,issued,
,Sunday,B-tim
,",",
,Hamas,B-rg
,and,
,the,
,Popular,B-rg
,Resistance,I-rg
,Committees,I-rg
,said,
,they,
,were,
,no,
,longer,
,bound,
,by,
,the,
,truce,
,deal,
,brokered,
,last,
,March,B-tim
,by,
,Palestinian,B-rg
,Authority,I-rg
,President,B-per
,Mahmoud,I-per
,Abbas,I-per
,.,
Sentence: 510,The,
,al-Aqsa,B-rg
,Martyrs,I-rg
,Brigades,I-rg
,and,
,Islamic,B-rg
,Jihad,I-rg
,also,
,scrapped,
,the,
,deal,
,",",
,and,
,said,
,they,
,had,
,fired,
,rockets,
,early,
,today,
,into,
,southern,
,Israel,B-ge
,.,
Sentence: 511,In,
,a,
,separate,
,development,
,",",
,gunmen,
,in,
,the,
,Gaza,B-ge
,Strip,I-ge
,stormed,
,a,
,club,
,for,
,United,B-rg
,Nations,I-rg
,workers,
,and,
,blew,
,up,
,a,
,hall,
,where,
,alcohol,
,was,
,served,
,.,
Sentence: 512,There,
,were,
,no,
,reports,
,of,
,injuries,
,and,
,no,
,claim,
,of,
,responsibility,
,.,
Sentence: 513,A,
,short,
,while,
,later,
,",",
,gunmen,
,in,
,Gaza,B-ge
,kidnapped,
,an,
,Italian,B-gpe
,activist,
,near,
,Khan,B-ge
,Younis,I-ge
,",",
,but,
,later,
,released,
,him,
,.,
Sentence: 514,Coalition,
,troops,
,in,
,Iraq,B-ge
,have,
,captured,
,a,
,suspected,
,al-Qaida,B-rg
,terrorist,
,during,
,a,
,raid,
,on,
,the,
,home,
,of,
,a,
,senior,
,Sunni,B-ge
,Arab,I-ge
,politician,
,",",
,Adnan,B-per
,al-Dulaymi,I-per
,.,
Sentence: 515,U.S.,B-ge
,officials,
,say,
,they,
,believe,
,the,
,man,
,was,
,involved,
,in,
,planning,
,car,
,bomb,
,attacks,
,on,
,Baghdad,B-ge
,'s,
,Green,B-ge
,Zone,I-ge
,",",
,which,
,houses,
,government,
,",",
,diplomatic,
,and,
,military,
,offices,
,.,
Sentence: 516,The,
,man,
,is,
,identified,
,as,
,a,
,bodyguard,
,at,
,Mr.,B-per
,Dulaymi,I-per
,'s,
,home,
,in,
,the,
,Iraqi,B-gpe
,capital,
,.,
Sentence: 517,Officials,
,say,
,the,
,raid,
,does,
,not,
,imply,
,the,
,politician,
,himself,
,is,
,involved,
,in,
,illegal,
,activity,
,.,
Sentence: 518,On,
,Friday,B-tim
,",",
,Iraqi,B-gpe
,authorities,
,imposed,
,a,
,curfew,
,in,
,Baghdad,B-ge
,",",
,because,
,of,
,fears,
,of,
,new,
,violence,
,.,
Sentence: 519,The,
,ban,
,on,
,pedestrians,
,and,
,vehicles,
,was,
,expected,
,to,
,remain,
,in,
,effect,
,until,
,Sunday,B-tim
,.,
Sentence: 520,In,
,the,
,northern,
,city,
,of,
,Tal,B-ge
,Afar,I-ge
,",",
,a,
,car,
,bomb,
,exploded,
,Saturday,B-tim
,",",
,killing,
,two,
,people,
,and,
,wounding,
,30,
,others,
,.,
Sentence: 521,The,
,U.S.,B-gpe
,military,
,says,
,the,
,Iraqi,B-gpe
,army,
,has,
,captured,
,three,
,suspected,
,al-Qaida,B-rg
,in,
,Iraq,B-ge
,leaders,
,involved,
,in,
,roadside,
,bomb,
,attacks,
,.,
Sentence: 522,Statements,
,Wednesday,B-tim
,say,
,the,
,suspects,
,were,
,detained,
,in,
,separate,
,operations,
,north,
,of,
,Baghdad,B-ge
,in,
,Kirkuk,B-ge
,province,
,",",
,and,
,in,
,the,
,towns,
,of,
,Tarmiyah,B-ge
,and,
,Judaidah,B-ge
,.,
Sentence: 523,The,
,military,
,says,
,U.S.,B-rg
,Special,I-rg
,Forces,I-rg
,advised,
,the,
,Iraqi,B-gpe
,army,
,in,
,all,
,three,
,operations,
,.,
Sentence: 524,The,
,U.S.,B-gpe
,military,
,also,
,says,
,Iraqi,B-gpe
,special,
,operations,
,forces,
,detained,
,seven,
,suspected,
,criminals,
,in,
,and,
,around,
,Baghdad,B-ge
,'s,
,Sadr,B-ge
,City,I-ge
,district,
,",",
,a,
,stronghold,
,of,
,radical,
,Shi'ite,B-rg
,cleric,
,Moqtada,B-per
,al-Sadr,I-per
,.,
Sentence: 525,U.S.,B-gpe
,and,
,Iraqi,B-gpe
,soldiers,
,have,
,been,
,fighting,
,Shi'ite,B-rg
,militants,
,in,
,Sadr,B-ge
,City,I-ge
,in,
,recent,
,weeks,
,as,
,part,
,of,
,a,
,crackdown,
,on,
,illegal,
,militias,
,.,
Sentence: 526,The,
,United,B-rg
,Nations,I-rg
,reports,
,a,
,halt,
,to,
,international,
,aid,
,work,
,in,
,the,
,displaced,
,persons,
,',
,camps,
,of,
,Zalinge,B-ge
,",",
,in,
,Sudan,B-ge
,'s,
,Darfur,B-ge
,region,
,.,
Sentence: 527,The,
,U.N.,B-rg
,refugee,
,agency,
,says,
,international,
,groups,
,suspended,
,their,
,activities,
,in,
,the,
,camps,
,after,
,a,
,mob,
,killed,
,three,
,water,
,workers,
,on,
,Thursday,B-tim
,.,
Sentence: 528,It,
,was,
,unclear,
,what,
,caused,
,the,
,violence,
,.,
Sentence: 529,Friday,B-tim
,",",
,spokesman,
,Ron,B-per
,Redmond,I-per
,said,
,agency,
,is,
,"""",
,extremely,
,concerned,
,"""",
,about,
,what,
,he,
,called,
,the,
,continued,
,deterioration,
,in,
,Darfur,B-ge
,'s,
,security,
,situation,
,.,
Sentence: 530,Redmond,B-per
,listed,
,a,
,number,
,of,
,attacks,
,on,
,relief,
,groups,
,over,
,the,
,past,
,week,
,",",
,including,
,one,
,where,
,an,
,aid,
,worker,
,was,
,shot,
,dead,
,in,
,North,B-ge
,Darfur,I-ge
,.,
Sentence: 531,World,
,leaders,
,have,
,been,
,pressing,
,Sudan,B-gpe
,to,
,accept,
,a,
,U.N.,B-rg
,peacekeeping,
,force,
,in,
,Darfur,B-ge
,.,
Sentence: 532,The,
,government,
,is,
,still,
,rejecting,
,any,
,U.N.,B-rg
,deployment,
,to,
,the,
,region,
,",",
,where,
,more,
,than,
,three,
,years,
,of,
,violence,
,has,
,killed,
,nearly,
,"2,00,000",
,people,
,",",
,and,
,displaced,
,some,
,two,
,million,
,others,
,.,
Sentence: 533,Iraq,B-gpe
,'s,
,parliament,
,has,
,approved,
,six,
,new,
,government,
,ministers,
,",",
,including,
,four,
,from,
,the,
,country,
,'s,
,Sunni,B-rg
,minority,
,which,
,held,
,power,
,under,
,Saddam,B-per
,Hussein,I-per
,.,
Sentence: 534,However,
,",",
,the,
,Sunni,B-rg
,Human,I-rg
,Rights,I-rg
,appointee,
,Hashem,B-per
,Ashibli,I-per
,quickly,
,turned,
,down,
,the,
,post,
,",",
,leaving,
,a,
,single,
,vacancy,
,in,
,the,
,33-member,
,cabinet,
,.,
Sentence: 535,He,
,said,
,he,
,could,
,not,
,accept,
,a,
,position,
,awarded,
,on,
,a,
,sectarian,
,basis,
,.,
Sentence: 536,A,
,Sunni,B-gpe
,Arab,I-gpe
,",",
,Saadoun,B-per
,al-Dulaimi,I-per
,",",
,has,
,been,
,approved,
,as,
,defense,
,minister,
,",",
,and,
,a,
,Shi'ite,
,(,
,Ibrahim,B-per
,Bahr,I-per
,al-Uloum,I-per
,),
,will,
,head,
,the,
,all-important,
,oil,
,ministry,
,.,
Sentence: 537,Top,
,slots,
,in,
,the,
,ministries,
,of,
,industry,
,and,
,electricity,
,were,
,also,
,filled,
,",",
,along,
,with,
,a,
,third,
,deputy,
,prime,
,minister,
,position,
,.,
Sentence: 538,Meanwhile,
,",",
,Iraqi,B-gpe
,police,
,say,
,gunmen,
,assassinated,
,a,
,senior,
,member,
,of,
,the,
,Transportation,B-rg
,Ministry,I-rg
,Zoba,B-per
,Yass,I-per
,and,
,his,
,driver,
,today,
,in,
,Baghdad,B-ge
,.,
Sentence: 539,Separately,
,",",
,U.S.,B-gpe
,officials,
,say,
,coalition,
,forces,
,killed,
,six,
,insurgents,
,and,
,captured,
,54,
,suspects,
,early,
,Sunday,B-tim
,near,
,the,
,western,
,border,
,town,
,of,
,al-Qaim,B-ge
,.,
Sentence: 540,The,
,U.S.,B-gpe
,government,
,is,
,delivering,
,more,
,bad,
,news,
,on,
,the,
,country,
,'s,
,struggling,
,economy,
,",",
,saying,
,first,
,time,
,claims,
,for,
,unemployment,
,benefits,
,are,
,at,
,a,
,26-year,
,high,
,.,
Sentence: 541,The,
,Labor,
,Department,
,report,
,",",
,issued,
,Thursday,B-tim
,",",
,said,
,the,
,number,
,of,
,laid-off,
,workers,
,applying,
,for,
,benefits,
,for,
,the,
,first,
,time,
,soared,
,to,
,"6,26,000",
,last,
,week,
,.,
Sentence: 542,Officials,
,said,
,the,
,total,
,number,
,of,
,workers,
,receiving,
,unemployment,
,benefits,
,is,
,now,
,close,
,to,
,4.8,
,million,
,",",
,another,
,record,
,.,
Sentence: 543,A,
,comprehensive,
,government,
,report,
,on,
,unemployment,
,is,
,due,
,out,
,Friday,B-tim
,.,
Sentence: 544,Economists,
,surveyed,
,by,
,news,
,organizations,
,predict,
,the,
,nationwide,
,jobless,
,rate,
,will,
,rise,
,three-tenths,
,of,
,a,
,percent,
,to,
,hit,
,7.5,
,percent,
,.,
Sentence: 545,Despite,
,the,
,rising,
,claims,
,for,
,unemployment,
,insurance,
,",",
,U.S.,B-gpe
,companies,
,are,
,squeezing,
,more,
,productivity,
,out,
,of,
,their,
,shrinking,
,workforces,
,.,
Sentence: 546,A,
,second,
,Labor,
,Department,
,report,
,Thursday,B-tim
,said,
,productivity,
,-,
,a,
,measure,
,of,
,how,
,much,
,an,
,employee,
,produces,
,per,
,hour,
,-,
,rose,
,more,
,than,
,three,
,percent,
,for,
,the,
,last,
,three,
,months,
,of,
,2008,B-tim
,.,
Sentence: 547,At,
,least,
,17,
,people,
,",",
,including,
,seven,
,children,
,",",
,were,
,killed,
,and,
,more,
,than,
,70,
,others,
,wounded,
,in,
,an,
,explosion,
,Monday,B-tim
,at,
,a,
,home,
,used,
,for,
,religious,
,education,
,in,
,Pakistan,B-ge
,'s,
,Punjab,B-ge
,province,
,.,
Sentence: 548,Officials,
,in,
,the,
,Mian,B-ge
,Channu,I-ge
,area,
,said,
,they,
,believe,
,the,
,blast,
,",",
,which,
,also,
,flattened,
,more,
,than,
,20,
,nearby,
,houses,
,",",
,was,
,caused,
,by,
,a,
,cache,
,of,
,explosives,
,stored,
,in,
,the,
,house,
,.,
Sentence: 549,They,
,said,
,the,
,rescuers,
,were,
,trying,
,to,
,recover,
,people,
,still,
,trapped,
,in,
,the,
,rubble,
,.,
Sentence: 550,The,
,house,
,belongs,
,to,
,a,
,Muslim,B-rg
,cleric,
,who,
,has,
,been,
,accused,
,of,
,recruiting,
,fighters,
,for,
,a,
,banned,
,militant,
,group,
,.,
Sentence: 551,It,
,is,
,unclear,
,what,
,triggered,
,the,
,blast,
,",",
,but,
,local,
,police,
,searching,
,through,
,the,
,debris,
,say,
,they,
,found,
,rocket,
,launchers,
,",",
,grenades,
,",",
,and,
,several,
,suicide-bomber,
,jackets,
,.,
Sentence: 552,Pakistani,B-gpe
,Prime,B-per
,Minister,I-per
,Yusuf,I-per
,Raza,I-per
,Gilani,I-per
,condemned,
,the,
,blast,
,and,
,ordered,
,an,
,inquiry,
,into,
,the,
,incident,
,.,
Sentence: 553,A,
,U.S.,B-gpe
,immigration,
,judge,
,has,
,denied,
,bail,
,for,
,Luis,B-per
,Posada,I-per
,Carriles,I-per
,",",
,an,
,asylum-seeking,
,former,
,CIA,B-rg
,operative,
,from,
,Cuba,B-ge
,.,
Sentence: 554,U.S.,B-gpe
,authorities,
,arrested,
,the,
,77-year-old,
,Posada,B-per
,Carriles,I-per
,in,
,May,B-tim
,after,
,he,
,illegally,
,entered,
,the,
,country,
,through,
,Mexico,B-ge
,.,
Sentence: 555,Posada,B-per
,Carriles,I-per
,is,
,wanted,
,in,
,Venezuela,B-ge
,for,
,his,
,alleged,
,role,
,in,
,a,
,1976,B-tim
,Cuban,B-gpe
,airliner,
,bombing,
,that,
,killed,
,73,
,people,
,.,
Sentence: 556,Some,
,20,
,years,
,ago,
,",",
,a,
,Venezuelan,B-gpe
,court,
,acquitted,
,him,
,of,
,a,
,role,
,in,
,the,
,bombing,
,.,
Sentence: 557,He,
,later,
,escaped,
,from,
,prison,
,while,
,awaiting,
,a,
,new,
,trial,
,.,
Sentence: 558,In,
,May,B-tim
,",",
,U.S.,B-gpe
,officials,
,rejected,
,a,
,Venezuelan,B-gpe
,request,
,for,
,his,
,arrest,
,",",
,citing,
,a,
,lack,
,of,
,evidence,
,against,
,the,
,Cuban,B-gpe
,exile,
,who,
,holds,
,Venezuelan,B-gpe
,citizenship,
,.,
Sentence: 559,Pakistani,B-gpe
,President,B-per
,Pervez,I-per
,Musharraf,I-per
,has,
,sought,
,the,
,support,
,of,
,Pakistanis,B-gpe
,in,
,the,
,fight,
,against,
,religious,
,extremism,
,and,
,terrorism,
,.,
Sentence: 560,He,
,underlined,
,the,
,need,
,of,
,ridding,
,the,
,society,
,of,
,extremism,
,and,
,terrorism,
,",",
,saying,
,they,
,are,
,hurting,
,Pakistan,B-gpe
,'s,
,image,
,by,
,their,
,actions,
,.,
Sentence: 561,In,
,a,
,broadcast,
,address,
,to,
,the,
,nation,
,Thursday,B-tim
,",",
,General,B-per
,Musharraf,I-per
,promised,
,"""",
,stern,
,action,
,"""",
,against,
,those,
,involved,
,in,
,the,
,printing,
,",",
,publication,
,and,
,distribution,
,of,
,hate,
,material,
,",",
,including,
,newspapers,
,",",
,magazines,
,",",
,pamphlets,
,",",
,and,
,audio,
,and,
,video,
,material,
,.,
Sentence: 562,He,
,said,
,no,
,outlawed,
,organization,
,will,
,be,
,allowed,
,to,
,collect,
,donations,
,and,
,action,
,will,
,be,
,taken,
,against,
,those,
,who,
,preach,
,hate,
,in,
,mosques,
,.,
Sentence: 563,Some,
,Western,
,leaders,
,have,
,said,
,Pakistan,B-gpe
,should,
,do,
,more,
,to,
,curb,
,militancy,
,",",
,and,
,that,
,extremists,
,were,
,operating,
,in,
,Islamic,
,schools,
,",",
,or,
,madrassas,
,.,
Sentence: 564,General,B-per
,Musharraf,I-per
,said,
,all,
,madrassas,
,in,
,Pakistan,B-ge
,must,
,be,
,registered,
,with,
,the,
,government,
,by,
,the,
,end,
,of,
,this,
,year,
,.,
Sentence: 565,U.S.,B-gpe
,health,
,officials,
,have,
,called,
,for,
,updated,
,quarantine,
,procedures,
,",",
,including,
,better,
,access,
,to,
,airline,
,and,
,ship,
,passenger,
,lists,
,",",
,to,
,protect,
,Americans,B-gpe
,from,
,infectious,
,diseases,
,",",
,including,
,bird,
,flu,
,.,
Sentence: 566,The,
,changes,
,",",
,proposed,
,by,
,the,
,U.S.,B-gpe
,Centers,B-rg
,for,I-rg
,Disease,I-rg
,Control,I-rg
,",",
,would,
,apply,
,to,
,planes,
,and,
,ships,
,arriving,
,from,
,outside,
,the,
,United,B-ge
,States,I-ge
,as,
,well,
,as,
,some,
,domestic,
,flights,
,.,
Sentence: 567,The,
,CDC,B-rg
,also,
,called,
,for,
,giving,
,U.S.,B-gpe
,health,
,officials,
,more,
,authority,
,to,
,administer,
,medical,
,treatment,
,and,
,vaccinations,
,to,
,quarantined,
,people,
,.,
Sentence: 568,Health,
,officials,
,say,
,the,
,need,
,for,
,new,
,regulations,
,became,
,apparent,
,during,
,the,
,2003,B-tim
,SARS,B-nat
,",",
,Severe,B-nat
,Acute,I-nat
,Respiratory,I-nat
,Syndrome,I-nat
,outbreak,
,",",
,when,
,authorities,
,found,
,it,
,difficult,
,to,
,get,
,in,
,touch,
,with,
,airline,
,passengers,
,who,
,may,
,have,
,been,
,exposed,
,to,
,the,
,illness,
,.,
Sentence: 569,The,
,proposals,
,come,
,amid,
,growing,
,concern,
,about,
,the,
,spread,
,of,
,bird,
,flu,
,",",
,which,
,has,
,killed,
,more,
,than,
,60,
,people,
,in,
,Asia,B-ge
,since,
,2003,B-tim
,.,
Sentence: 570,Pakistani,B-gpe
,police,
,have,
,arrested,
,four,
,alleged,
,members,
,of,
,an,
,Islamic,
,militant,
,group,
,in,
,connection,
,with,
,the,
,murder,
,of,
,a,
,prominent,
,Shi'ite,B-rg
,Muslim,I-rg
,cleric,
,earlier,
,this,
,year,
,.,
Sentence: 571,A,
,senior,
,police,
,official,
,",",
,Saud,B-per
,Aziz,I-per
,",",
,says,
,the,
,four,
,wanted,
,in,
,connection,
,with,
,the,
,slaying,
,of,
,Agha,B-per
,Ziauddin,I-per
,in,
,the,
,town,
,of,
,Gilgit,B-ge
,in,
,January,B-tim
,were,
,picked,
,up,
,in,
,the,
,city,
,of,
,Rawalpindi,B-ge
,.,
Sentence: 572,The,
,murder,
,sparked,
,sectarian,
,violence,
,that,
,left,
,at,
,least,
,14,
,people,
,dead,
,.,
Sentence: 573,The,
,official,
,says,
,the,
,suspects,
,belong,
,to,
,the,
,Sunni,B-rg
,Muslim,I-rg
,Lashkar-e-Jhangvi,I-rg
,and,
,that,
,they,
,were,
,plotting,
,to,
,attack,
,Shi'ite,B-rg
,events,
,last,
,week,
,but,
,changed,
,their,
,minds,
,because,
,of,
,tight,
,security,
,.,
Sentence: 574,The,
,banned,
,group,
,is,
,accused,
,of,
,killing,
,hundreds,
,of,
,Pakistani,B-gpe
,Shi'ite,B-rg
,Muslims,I-rg
,in,
,recent,
,years,
,and,
,is,
,believed,
,to,
,have,
,links,
,to,
,the,
,al-Qaida,B-rg
,terrorist,
,network,
,.,
Sentence: 575,The,
,name,
,"""",
,Latvia,B-art
,"""",
,originates,
,from,
,the,
,ancient,
,Latgalians,B-rg
,",",
,one,
,of,
,four,
,eastern,
,Baltic,B-ge
,tribes,
,that,
,formed,
,the,
,ethnic,
,core,
,of,
,the,
,Latvian,B-gpe
,people,
,(,
,ca.,
,8th,
,-,
,12th,
,centuries,
,A.D.,B-tim
,),
,.,
Sentence: 576,The,
,region,
,subsequently,
,came,
,under,
,the,
,control,
,of,
,Germans,B-gpe
,",",
,Poles,B-gpe
,",",
,Swedes,B-gpe
,",",
,and,
,finally,
,",",
,Russians,B-gpe
,.,
Sentence: 577,A,
,Latvian,B-gpe
,republic,
,emerged,
,following,
,World,B-eve
,War,I-eve
,I,I-eve
,",",
,but,
,it,
,was,
,annexed,
,by,
,the,
,USSR,B-gpe
,in,
,1940,B-tim
,-,
,an,
,action,
,never,
,recognized,
,by,
,the,
,US,B-gpe
,and,
,many,
,other,
,countries,
,.,
Sentence: 578,Latvia,B-gpe
,reestablished,
,its,
,independence,
,in,
,1991,B-tim
,following,
,the,
,breakup,
,of,
,the,
,Soviet,B-gpe
,Union,I-gpe
,.,
Sentence: 579,Although,
,the,
,last,
,Russian,B-gpe
,troops,
,left,
,in,
,1994,B-tim
,",",
,the,
,status,
,of,
,the,
,Russian,B-gpe
,minority,
,(,
,some,
,30,
,%,
,of,
,the,
,population,
,),
,remains,
,of,
,concern,
,to,
,Moscow,B-gpe
,.,
Sentence: 580,Latvia,B-gpe
,joined,
,both,
,NATO,B-rg
,and,
,the,
,EU,B-rg
,in,
,the,
,spring,
,of,
,2004,B-tim
,.,
Sentence: 581,Bolivia,B-gpe
,is,
,one,
,of,
,the,
,poorest,
,and,
,least,
,developed,
,countries,
,in,
,Latin,B-ge
,America,I-ge
,.,
Sentence: 582,Following,
,a,
,disastrous,
,economic,
,crisis,
,during,
,the,
,early,
,1980s,B-tim
,",",
,reforms,
,spurred,
,private,
,investment,
,",",
,stimulated,
,economic,
,growth,
,",",
,and,
,cut,
,poverty,
,rates,
,in,
,the,
,1990s,B-tim
,.,
Sentence: 583,The,
,period,
,2003,B-tim
,-,I-tim
,5,I-tim
,was,
,characterized,
,by,
,political,
,instability,
,",",
,racial,
,tensions,
,",",
,and,
,violent,
,protests,
,against,
,plans,
,-,
,subsequently,
,abandoned,
,-,
,to,
,export,
,Bolivia,B-gpe
,'s,
,newly,
,discovered,
,natural,
,gas,
,reserves,
,to,
,large,
,northern,
,hemisphere,
,markets,
,.,
Sentence: 584,In,
,2005,B-tim
,",",
,the,
,government,
,passed,
,a,
,controversial,
,hydrocarbons,
,law,
,that,
,imposed,
,significantly,
,higher,
,royalties,
,and,
,required,
,foreign,
,firms,
,then,
,operating,
,under,
,risk-sharing,
,contracts,
,to,
,surrender,
,all,
,production,
,to,
,the,
,state,
,energy,
,company,
,in,
,exchange,
,for,
,a,
,predetermined,
,service,
,fee,
,.,
Sentence: 585,After,
,higher,
,prices,
,for,
,mining,
,and,
,hydrocarbons,
,exports,
,produced,
,a,
,fiscal,
,surplus,
,in,
,2008,B-tim
,",",
,the,
,global,
,recession,
,in,
,2009,B-tim
,slowed,
,growth,
,.,
Sentence: 586,Nevertheless,
,",",
,Bolivia,B-gpe
,recorded,
,the,
,highest,
,growth,
,rate,
,in,
,South,B-ge
,America,I-ge
,that,
,year,
,.,
Sentence: 587,During,
,2010,B-tim
,an,
,increase,
,in,
,world,
,commodity,
,prices,
,resulted,
,in,
,the,
,biggest,
,trade,
,surplus,
,in,
,history,
,.,
Sentence: 588,However,
,",",
,a,
,lack,
,of,
,foreign,
,investment,
,in,
,the,
,key,
,sectors,
,of,
,mining,
,and,
,hydrocarbons,
,and,
,higher,
,food,
,prices,
,pose,
,challenges,
,for,
,the,
,Bolivian,B-gpe
,economy,
,.,
Sentence: 589,Autonomy,
,for,
,the,
,Swazis,B-gpe
,of,
,southern,
,Africa,B-ge
,was,
,guaranteed,
,by,
,the,
,British,B-gpe
,in,
,the,
,late,
,19th,
,century,
,,
,independence,
,was,
,granted,
,in,
,1968,B-tim
,.,
Sentence: 590,Student,
,and,
,labor,
,unrest,
,during,
,the,
,1990s,B-tim
,pressured,
,King,B-per
,MSWATI,I-per
,III,I-per
,",",
,the,
,world,
,'s,
,last,
,absolute,
,monarch,
,",",
,to,
,grudgingly,
,allow,
,political,
,reform,
,and,
,greater,
,democracy,
,",",
,although,
,he,
,has,
,backslid,
,on,
,these,
,promises,
,in,
,recent,
,years,
,.,
Sentence: 591,A,
,constitution,
,came,
,into,
,effect,
,in,
,2006,B-tim
,",",
,but,
,the,
,legal,
,status,
,of,
,political,
,parties,
,remains,
,unclear,
,.,
Sentence: 592,The,
,African,B-gpe
,United,B-rg
,Democratic,I-rg
,Party,I-rg
,tried,
,unsuccessfully,
,to,
,register,
,as,
,an,
,official,
,political,
,party,
,in,
,mid,
,2006,B-tim
,.,
Sentence: 593,Talks,
,over,
,the,
,constitution,
,broke,
,down,
,between,
,the,
,government,
,and,
,progressive,
,groups,
,in,
,2007,B-tim
,.,
Sentence: 594,Swaziland,B-gpe
,recently,
,surpassed,
,Botswana,B-gpe
,as,
,the,
,country,
,with,
,the,
,world,
,'s,
,highest,
,known,
,HIV,B-nat
,/,
,AIDS,B-nat
,prevalence,
,rate,
